+------+------------------------+------------+---------+
| Tile |        Pawprint        | Matched N. | Status  |
| b278 | v20150818_00129_st_cat | 257269     | matched |
| b278 | v20150722_00425_st_cat | 185576     | matched |
| b278 | v20130802_00357_st_cat | 257650     | matched |
| b278 | v20140501_00600_st_cat | 176847     | matched |
| b278 | v20130802_00127_st_cat | 317133     | matched |
| b278 | v20120721_00491_st_cat | 292620     | matched |
| b278 | v20130710_00700_st_cat | 325758     | matched |
| b278 | v20120720_00289_st_cat | 304723     | matched |
| b278 | v20110901_00592_st_cat | 307531     | matched |
| b278 | v20111012_00309_st_cat | 184260     | matched |
| b278 | v20150908_00141_st_cat | 308289     | matched |
| b278 | v20110901_00598_st_cat | 275252     | matched |
| b278 | v20120818_00744_st_cat | 223070     | matched |
| b278 | v20130923_00109_st_cat | 274690     | matched |
| b278 | v20120924_00212_st_cat | 317190     | matched |
| b278 | v20140608_00433_st_cat | 209901     | matched |
| b278 | v20130509_01108_st_cat | 182611     | matched |
| b278 | v20120402_00548_st_cat | 322698     | matched |
| b278 | v20120731_00629_st_cat | 310042     | matched |
| b278 | v20120718_00230_st_cat | 294503     | matched |
| b278 | v20120317_00430_st_cat | 301591     | matched |
| b278 | v20150722_00429_st_cat | 223133     | matched |
| b278 | v20130924_00304_st_cat | 300802     | matched |
| b278 | v20111012_00307_st_cat | 165247     | matched |
| b278 | v20120926_00197_st_cat | 308988     | matched |
| b278 | v20130802_00359_st_cat | 175026     | matched |
| b278 | v20130713_00867_st_cat | 308826     | matched |
| b278 | v20150907_00275_st_cat | 231302     | matched |
| b278 | v20150331_01291_st_cat | 313875     | matched |
| b278 | v20140521_00517_st_cat | 218973     | matched |
| b278 | v20110919_00571_st_cat | 310281     | matched |
| b278 | v20120717_00537_st_cat | 298869     | matched |
| b278 | v20150902_00118_st_cat | 304672     | matched |
| b278 | v20140521_00615_st_cat | 248423     | matched |
| b278 | v20120718_00232_st_cat | 300085     | matched |
| b278 | v20120927_00333_st_cat | 212487     | matched |
| b278 | v20130710_00698_st_cat | 331614     | matched |
| b278 | v20110901_00590_st_cat | 303068     | matched |
| b278 | v20130509_01102_st_cat | 190214     | matched |
| b278 | v20120924_00220_st_cat | 299560     | matched |
| b278 | v20120718_00222_st_cat | 301401     | matched |
| b278 | v20120721_00485_st_cat | 308513     | matched |
| b278 | v20110901_00594_st_cat | 298029     | matched |
| b278 | v20120623_00172_st_cat | 299623     | matched |
| b278 | v20150331_01281_st_cat | 305122     | matched |
| b278 | v20130804_00322_st_cat | 321822     | matched |
| b278 | v20130802_00361_st_cat | 211170     | matched |
| b278 | v20120717_00543_st_cat | 309517     | matched |
| b278 | v20130314_00455_st_cat | 271614     | matched |
| b278 | v20150907_00265_st_cat | 245570     | matched |
| b278 | v20130829_00155_st_cat | 303132     | matched |
| b278 | v20130822_00663_st_cat | 308366     | matched |
| b278 | v20150818_00121_st_cat | 210440     | matched |
| b278 | v20131017_00027_st_cat | 227381     | matched |
| b278 | v20100911_00296_st_cat | 296052     | matched |
| b278 | v20130314_00457_st_cat | 266261     | matched |
| b278 | v20150722_00431_st_cat | 214324     | matched |
| b278 | v20130923_00119_st_cat | 275920     | matched |
| b278 | v20120926_00195_st_cat | 299467     | matched |
| b278 | v20140601_00817_st_cat | 305932     | matched |
| b278 | v20131017_00035_st_cat | 185937     | matched |
| b278 | v20120706_00420_st_cat | 323887     | matched |
| b278 | v20150902_00128_st_cat | 292105     | matched |
| b278 | v20140422_00521_st_cat | 193622     | matched |
| b278 | v20120718_00228_st_cat | 306615     | matched |
| b278 | v20130923_00117_st_cat | 274666     | matched |
| b278 | v20140521_00623_st_cat | 249103     | matched |
| b278 | v20150806_00734_st_cat | 256122     | matched |
| b278 | v20120718_00224_st_cat | 285685     | matched |
| b278 | v20120706_00426_st_cat | 308682     | matched |
| b278 | v20140501_00610_st_cat | 180137     | matched |
| b278 | v20120317_00438_st_cat | 296246     | matched |
| b278 | v20120706_00424_st_cat | 320985     | matched |
| b278 | v20130315_00447_st_cat | 297198     | matched |
| b278 | v20150722_00423_st_cat | 159059     | matched |
| b278 | v20100422_00647_st_cat | 309688     | matched |
| b278 | v20150902_00124_st_cat | 295029     | matched |
| b278 | v20140608_00435_st_cat | 236241     | matched |
| b278 | v20150331_01287_st_cat | 318648     | matched |
| b278 | v20120402_00542_st_cat | 317711     | matched |
| b278 | v20140422_00523_st_cat | 196805     | matched |
| b278 | v20120731_00633_st_cat | 299944     | matched |
| b278 | v20130617_00756_st_cat | 308325     | matched |
| b278 | v20111004_00119_st_cat | 316411     | matched |
| b278 | v20120926_00193_st_cat | 315700     | matched |
| b278 | v20120731_00627_st_cat | 304155     | matched |
| b278 | v20140228_00427_st_cat | 305824     | matched |
| b278 | v20130829_00147_st_cat | 306206     | matched |
| b278 | v20150818_00131_st_cat | 232821     | matched |
| b278 | v20120317_00428_st_cat | 293722     | matched |
| b278 | v20150902_00120_st_cat | 297976     | matched |
| b278 | v20130321_00971_st_cat | 313780     | matched |
| b278 | v20150908_00137_st_cat | 311684     | matched |
| b278 | v20140608_00441_st_cat | 216561     | matched |
| b278 | v20111012_00299_st_cat | 191822     | matched |
| b278 | v20130822_00661_st_cat | 318711     | matched |
| b278 | v20120719_00347_st_cat | 181994     | matched |
| b278 | v20120719_00343_st_cat | 182495     | matched |
| b278 | v20130924_00296_st_cat | 313550     | matched |
| b278 | v20130617_00752_st_cat | 286811     | matched |
| b278 | v20100422_00651_st_cat | 315123     | matched |
| b278 | v20120402_00544_st_cat | 322376     | matched |
| b278 | v20130822_00653_st_cat | 311495     | matched |
| b278 | v20130617_00746_st_cat | 314560     | matched |
| b278 | v20110806_00689_st_cat | 257415     | matched |
| b278 | v20120719_00337_st_cat | 168130     | matched |
| b278 | v20120616_00226_st_cat | 279162     | matched |
| b278 | v20130315_00449_st_cat | 293126     | matched |
| b278 | v20120818_00740_st_cat | 220116     | matched |
| b278 | v20130321_00961_st_cat | 315627     | matched |
| b278 | v20130509_01104_st_cat | 191875     | matched |
| b278 | v20131006_00231_st_cat | 297158     | matched |
| b278 | v20150908_00131_st_cat | 307076     | matched |
| b278 | v20120927_00337_st_cat | 205141     | matched |
| b278 | v20100911_00302_st_cat | 286860     | matched |
| b278 | v20120804_00185_st_cat | 272344     | matched |
| b278 | v20130713_00869_st_cat | 312779     | matched |
| b278 | v20111004_00123_st_cat | 325153     | matched |
| b278 | v20111012_00301_st_cat | 210388     | matched |
| b278 | v20120616_00232_st_cat | 288057     | matched |
| b278 | v20110806_00695_st_cat | 248513     | matched |
| b278 | v20120719_00345_st_cat | 174260     | matched |
| b278 | v20140521_00621_st_cat | 255379     | matched |
| b278 | v20150722_00421_st_cat | 153902     | matched |
| b278 | v20120623_00168_st_cat | 316436     | matched |
| b278 | v20120801_00484_st_cat | 317322     | matched |
| b278 | v20130804_00314_st_cat | 315403     | matched |
| b278 | v20120925_00195_st_cat | 288660     | matched |
| b278 | v20130802_00117_st_cat | 330145     | matched |
| b278 | v20130710_00690_st_cat | 337114     | matched |
| b278 | v20100911_00300_st_cat | 294790     | matched |
| b278 | v20120717_00539_st_cat | 294942     | matched |
| b278 | v20120818_00750_st_cat | 228542     | matched |
| b278 | v20140228_00423_st_cat | 299212     | matched |
| b278 | v20131006_00229_st_cat | 302993     | matched |
| b278 | v20120926_00189_st_cat | 306236     | matched |
| b278 | v20130315_00441_st_cat | 286564     | matched |
| b278 | v20150907_00269_st_cat | 254564     | matched |
| b278 | v20110806_00697_st_cat | 252424     | matched |
| b278 | v20120706_00422_st_cat | 324368     | matched |
| b278 | v20111004_00121_st_cat | 327665     | matched |
| b278 | v20140501_00602_st_cat | 160399     | matched |
| b278 | v20130802_00121_st_cat | 339905     | matched |
| b278 | v20110919_00575_st_cat | 286530     | matched |
| b220 | v20140701_00675_st_cat | 142351     | matched |
| b220 | v20130630_00975_st_cat | 141637     | matched |
| b220 | v20140616_00353_st_cat | 76487      | matched |
| b220 | v20140630_00682_st_cat | 107458     | matched |
| b220 | v20140616_00357_st_cat | 92358      | matched |
| b220 | v20120725_00534_st_cat | 144646     | matched |
| b220 | v20140616_00355_st_cat | 92340      | matched |
| b220 | v20110813_00507_st_cat | 119969     | matched |
| b220 | v20100825_00472_st_cat | 140023     | matched |
| b220 | v20140325_00593_st_cat | 136225     | matched |
| b220 | v20140730_00515_st_cat | 113776     | matched |
| b220 | v20130321_00865_st_cat | 141973     | matched |
| b220 | v20130324_01081_st_cat | 98381      | matched |
| b220 | v20120725_00538_st_cat | 144791     | matched |
| b220 | v20111012_00261_st_cat | 96513      | matched |
| b220 | v20110813_00515_st_cat | 126291     | matched |
| b220 | v20140328_00570_st_cat | 147835     | matched |
| b220 | v20140303_00463_st_cat | 58066      | matched |
| b220 | v20110813_00513_st_cat | 127194     | matched |
| b220 | v20140630_00686_st_cat | 114512     | matched |
| b220 | v20130311_00528_st_cat | 135814     | matched |
| b220 | v20130712_00507_st_cat | 166176     | matched |
| b220 | v20130919_00514_st_cat | 102110     | matched |
| b220 | v20140812_00145_st_cat | 150564     | matched |
| b220 | v20100825_00476_st_cat | 165340     | matched |
| b262 | v20111009_00439_st_cat | 236855     | matched |
| b262 | v20121012_00174_st_cat | 191117     | matched |
| b262 | v20120714_00753_st_cat | 194270     | matched |
| b262 | v20130326_00550_st_cat | 284256     | matched |
| b262 | v20100814_00668_st_cat | 294653     | matched |
| b262 | v20120601_00603_st_cat | 279935     | matched |
| b262 | v20110901_00540_st_cat | 224990     | matched |
| b262 | v20130706_00677_st_cat | 285933     | matched |
| b262 | v20130703_00242_st_cat | 302363     | matched |
| b262 | v20130705_00230_st_cat | 204427     | matched |
| b262 | v20150723_00129_st_cat | 273825     | matched |
| b262 | v20120804_00605_st_cat | 161329     | matched |
| b262 | v20150918_00211_st_cat | 231839     | matched |
| b262 | v20120316_00478_st_cat | 257920     | matched |
| b262 | v20120814_00081_st_cat | 269624     | matched |
| b262 | v20120924_00068_st_cat | 293739     | matched |
| b262 | v20130324_01339_st_cat | 243195     | matched |
| b262 | v20120714_00747_st_cat | 207816     | matched |
| b262 | v20120804_00601_st_cat | 155929     | matched |
| b262 | v20130713_00377_st_cat | 287347     | matched |
| b262 | v20110917_00413_st_cat | 269707     | matched |
| b262 | v20130706_00487_st_cat | 290410     | matched |
| b262 | v20130921_00178_st_cat | 224397     | matched |
| b262 | v20150816_00284_st_cat | 234439     | matched |
| b262 | v20120316_00472_st_cat | 251925     | matched |
| b262 | v20130803_00419_st_cat | 228638     | matched |
| b262 | v20130703_00438_st_cat | 282075     | matched |
| b262 | v20120731_00795_st_cat | 254511     | matched |
| b262 | v20120814_00075_st_cat | 255267     | matched |
| b262 | v20120704_00202_st_cat | 195226     | matched |
| b262 | v20150723_00131_st_cat | 276200     | matched |
| b262 | v20130325_00979_st_cat | 259678     | matched |
| b262 | v20130921_00170_st_cat | 244585     | matched |
| b262 | v20120731_00801_st_cat | 258165     | matched |
| b262 | v20150331_00775_st_cat | 254636     | matched |
| b262 | v20150722_00373_st_cat | 142319     | matched |
| b262 | v20120801_00191_st_cat | 308930     | matched |
| b262 | v20120714_00743_st_cat | 184548     | matched |
| b262 | v20120316_00480_st_cat | 244193     | matched |
| b262 | v20130703_00440_st_cat | 271344     | matched |
| b262 | v20130625_00862_st_cat | 152713     | matched |
| b262 | v20130727_00076_st_cat | 248494     | matched |
| b262 | v20150331_00777_st_cat | 252518     | matched |
| b262 | v20130705_01076_st_cat | 123992     | matched |
| b262 | v20150722_00381_st_cat | 176048     | matched |
| b262 | v20120617_00616_st_cat | 266840     | matched |
| b262 | v20130703_00240_st_cat | 299250     | matched |
| b262 | v20120720_00435_st_cat | 283002     | matched |
| b262 | v20120808_00157_st_cat | 304014     | matched |
| b262 | v20120616_00466_st_cat | 286525     | matched |
| b262 | v20150812_00476_st_cat | 119158     | matched |
| b262 | v20120926_00311_st_cat | 206488     | matched |
| b262 | v20130711_00291_st_cat | 296059     | matched |
| b262 | v20120828_00601_st_cat | 194099     | matched |
| b262 | v20120912_00079_st_cat | 282736     | matched |
| b262 | v20130326_00548_st_cat | 281725     | matched |
| b262 | v20130826_00082_st_cat | 230327     | matched |
| b262 | v20120817_00494_st_cat | 159137     | matched |
| b262 | v20150331_00783_st_cat | 245336     | matched |
| b262 | v20120704_00210_st_cat | 215248     | matched |
| b262 | v20130706_00673_st_cat | 292268     | matched |
| b262 | v20130625_00854_st_cat | 163063     | matched |
| b262 | v20100814_00662_st_cat | 294153     | matched |
| b262 | v20120731_00797_st_cat | 256258     | matched |
| b262 | v20120713_00825_st_cat | 213360     | matched |
| b262 | v20120817_00488_st_cat | 166445     | matched |
| b262 | v20130922_00340_st_cat | 192746     | matched |
| b262 | v20130705_00802_st_cat | 188954     | matched |
| b262 | v20120801_00189_st_cat | 309396     | matched |
| b262 | v20130323_01166_st_cat | 309561     | matched |
| b262 | v20120828_00599_st_cat | 208096     | matched |
| b262 | v20120722_00257_st_cat | 256780     | matched |
| b262 | v20120801_00199_st_cat | 306329     | matched |
| b262 | v20120720_00437_st_cat | 272993     | matched |
| b262 | v20120713_00827_st_cat | 218952     | matched |
| b262 | v20100814_00666_st_cat | 285635     | matched |
| b262 | v20120617_00612_st_cat | 274403     | matched |
| b262 | v20130324_01343_st_cat | 239465     | matched |
| b262 | v20120713_00823_st_cat | 243084     | matched |
| b262 | v20130325_00985_st_cat | 285152     | matched |
| b278 | v20140422_00531_st_cat | 152358     | matched |
| b262 | v20130625_00852_st_cat | 155931     | matched |
| b262 | v20130921_00172_st_cat | 250869     | matched |
| b262 | v20130625_00856_st_cat | 166001     | matched |
| b262 | v20121012_00168_st_cat | 150713     | matched |
| b262 | v20130713_00379_st_cat | 292279     | matched |
| b262 | v20130705_00462_st_cat | 224241     | matched |
| b262 | v20130703_00776_st_cat | 240760     | matched |
| b262 | v20130705_00806_st_cat | 186247     | matched |
| b262 | v20120804_00611_st_cat | 160905     | matched |
| b262 | v20120318_00801_st_cat | 248052     | matched |
| b262 | v20121012_00178_st_cat | 174099     | matched |
| b278 | v20130924_00302_st_cat | 300221     | matched |
| b262 | v20150812_00470_st_cat | 129374     | matched |
| b262 | v20120817_00490_st_cat | 158659     | matched |
| b262 | v20150816_00286_st_cat | 225021     | matched |
| b262 | v20120316_00474_st_cat | 263071     | matched |
| b262 | v20130727_00074_st_cat | 231385     | matched |
| b262 | v20120617_00610_st_cat | 274079     | matched |
| b262 | v20131003_00158_st_cat | 260976     | matched |
| b262 | v20110917_00407_st_cat | 275407     | matched |
| b262 | v20120829_00434_st_cat | 282793     | matched |
| b262 | v20130323_01160_st_cat | 287705     | matched |
| b262 | v20130826_00080_st_cat | 214303     | matched |
| b262 | v20150723_00125_st_cat | 283042     | matched |
| b262 | v20130703_00436_st_cat | 284951     | matched |
| b262 | v20120616_00464_st_cat | 271670     | matched |
| b262 | v20131003_00160_st_cat | 244364     | matched |
| b262 | v20150723_00127_st_cat | 280371     | matched |
| b262 | v20120722_00253_st_cat | 244166     | matched |
| b262 | v20120720_00429_st_cat | 295061     | matched |
| b262 | v20130922_00348_st_cat | 197098     | matched |
| b262 | v20120925_00049_st_cat | 267883     | matched |
| b262 | v20130702_00288_st_cat | 275505     | matched |
| b262 | v20130724_00741_st_cat | 219575     | matched |
| b262 | v20130703_00772_st_cat | 222411     | matched |
| b262 | v20130706_00669_st_cat | 282251     | matched |
| b262 | v20120719_00391_st_cat | 203639     | matched |
| b262 | v20110817_00514_st_cat | 224822     | matched |
| b262 | v20120924_00074_st_cat | 287303     | matched |
| b262 | v20120714_00745_st_cat | 188108     | matched |
| b262 | v20120829_00426_st_cat | 272519     | matched |
| b262 | v20120606_00570_st_cat | 241623     | matched |
| b262 | v20130922_00344_st_cat | 204751     | matched |
| b262 | v20120829_00428_st_cat | 282477     | matched |
| b262 | v20120925_00051_st_cat | 249128     | matched |
| b262 | v20120814_00073_st_cat | 247901     | matched |
| b262 | v20131003_00154_st_cat | 273815     | matched |
| b262 | v20100814_00672_st_cat | 289283     | matched |
| b262 | v20150812_00478_st_cat | 134642     | matched |
| b262 | v20110917_00415_st_cat | 275355     | matched |
| b262 | v20120719_00389_st_cat | 162159     | matched |
| b262 | v20120722_00249_st_cat | 238979     | matched |
| b262 | v20150722_00375_st_cat | 138589     | matched |
| b262 | v20120719_00385_st_cat | 175586     | matched |
| b262 | v20130713_00383_st_cat | 263215     | matched |
| b262 | v20130705_00472_st_cat | 241153     | matched |
| b262 | v20130703_00770_st_cat | 215541     | matched |
| b262 | v20130705_00468_st_cat | 224546     | matched |
| b262 | v20130325_00977_st_cat | 273074     | matched |
| b262 | v20150722_00131_st_cat | 181129     | matched |
| b262 | v20110901_00544_st_cat | 198649     | matched |
| b262 | v20150812_00472_st_cat | 123877     | matched |
| b262 | v20120616_00468_st_cat | 284519     | matched |
| b262 | v20130826_00084_st_cat | 236395     | matched |
| b262 | v20150722_00125_st_cat | 177743     | matched |
| b262 | v20130706_00477_st_cat | 284769     | matched |
| b262 | v20150331_00779_st_cat | 259018     | matched |
| b262 | v20120731_00799_st_cat | 255194     | matched |
| b262 | v20150812_00474_st_cat | 142965     | matched |
| b262 | v20120705_01083_st_cat | 266863     | matched |
| b262 | v20120616_00470_st_cat | 284261     | matched |
| b262 | v20130705_00232_st_cat | 188034     | matched |
| b262 | v20130706_00479_st_cat | 280148     | matched |
| b262 | v20130921_00180_st_cat | 219695     | matched |
| b262 | v20120925_00055_st_cat | 243628     | matched |
| b262 | v20130705_00224_st_cat | 161024     | matched |
| b262 | v20130706_00679_st_cat | 287434     | matched |
| b262 | v20130703_00766_st_cat | 236719     | matched |
| b262 | v20130703_00244_st_cat | 300246     | matched |
| b262 | v20130826_00078_st_cat | 243466     | matched |
| b262 | v20120801_00195_st_cat | 319294     | matched |
| b262 | v20130706_00671_st_cat | 286936     | matched |
| b262 | v20150816_00282_st_cat | 232842     | matched |
| b262 | v20130705_00804_st_cat | 185188     | matched |
| b262 | v20130705_01074_st_cat | 151161     | matched |
| b262 | v20120606_00574_st_cat | 236385     | matched |
| b262 | v20130703_00248_st_cat | 294376     | matched |
| b262 | v20120924_00076_st_cat | 273902     | matched |
| b262 | v20120704_00204_st_cat | 190284     | matched |
| b262 | v20110817_00508_st_cat | 259411     | matched |
| b262 | v20130625_00860_st_cat | 171797     | matched |
| b262 | v20120705_01091_st_cat | 249662     | matched |
| b262 | v20120828_00603_st_cat | 207452     | matched |
| b262 | v20120705_01089_st_cat | 243166     | matched |
| b262 | v20130705_00464_st_cat | 221618     | matched |
| b262 | v20111009_00441_st_cat | 239813     | matched |
| b262 | v20120925_00047_st_cat | 259282     | matched |
| b262 | v20130921_00176_st_cat | 243674     | matched |
| b262 | v20120828_00595_st_cat | 201330     | matched |
| b220 | v20120608_00657_st_cat | 37145      | matched |
| b262 | v20150918_00205_st_cat | 222004     | matched |
| b262 | v20120606_00580_st_cat | 222560     | matched |
| b262 | v20130724_00737_st_cat | 233838     | matched |
| b262 | v20130922_00346_st_cat | 222802     | matched |
| b262 | v20120316_00482_st_cat | 235462     | matched |
| b262 | v20120318_00809_st_cat | 277198     | matched |
| b262 | v20120926_00319_st_cat | 200993     | matched |
| b262 | v20150723_00121_st_cat | 270700     | matched |
| b262 | v20150816_00280_st_cat | 230599     | matched |
| b262 | v20120704_00206_st_cat | 189590     | matched |
| b262 | v20130326_00552_st_cat | 281410     | matched |
| b262 | v20120601_00601_st_cat | 292291     | matched |
| b262 | v20130803_00415_st_cat | 234763     | matched |
| b262 | v20130705_00808_st_cat | 190421     | matched |
| b262 | v20120713_00821_st_cat | 180899     | matched |
| b262 | v20120926_00317_st_cat | 217148     | matched |
| b262 | v20130922_00338_st_cat | 192497     | matched |
| b262 | v20120705_01087_st_cat | 247311     | matched |
| b262 | v20130724_00733_st_cat | 207088     | matched |
| b262 | v20150918_00207_st_cat | 247974     | matched |
| b262 | v20120719_00387_st_cat | 188486     | matched |
| b262 | v20120804_00607_st_cat | 182875     | matched |
| b262 | v20131003_00156_st_cat | 273291     | matched |
| b262 | v20130724_00743_st_cat | 206101     | matched |
| b262 | v20110817_00510_st_cat | 259732     | matched |
| b262 | v20130702_00286_st_cat | 282514     | matched |
| b262 | v20130711_00285_st_cat | 300348     | matched |
| b262 | v20120814_00079_st_cat | 261195     | matched |
| b262 | v20120817_00492_st_cat | 166126     | matched |
| b262 | v20120808_00147_st_cat | 296520     | matched |
| b262 | v20130703_00246_st_cat | 295693     | matched |
| b262 | v20130705_01072_st_cat | 144279     | matched |
| b262 | v20130702_00292_st_cat | 278607     | matched |
| b262 | v20130711_00283_st_cat | 302700     | matched |
| b262 | v20130703_00768_st_cat | 226268     | matched |
| b262 | v20120704_00200_st_cat | 185141     | matched |
| b262 | v20120804_00609_st_cat | 159308     | matched |
| b262 | v20111009_00431_st_cat | 236239     | matched |
| b263 | v20150531_00399_st_cat | 251701     | matched |
| b263 | v20140804_00150_st_cat | 132291     | matched |
| b263 | v20130703_00836_st_cat | 238917     | matched |
| b263 | v20150907_00121_st_cat | 274327     | matched |
| b263 | v20130703_00826_st_cat | 266676     | matched |
| b263 | v20120719_00455_st_cat | 228584     | matched |
| b263 | v20120804_00671_st_cat | 170642     | matched |
| b263 | v20140623_00953_st_cat | 224103     | matched |
| b263 | v20120719_00096_st_cat | 231935     | matched |
| b263 | v20150523_00253_st_cat | 227906     | matched |
| b263 | v20120817_00552_st_cat | 156626     | matched |
| b263 | v20110901_00818_st_cat | 246522     | matched |
| b263 | v20130727_00152_st_cat | 200855     | matched |
| b263 | v20120607_00384_st_cat | 239224     | matched |
| b263 | v20130711_00345_st_cat | 291185     | matched |
| b263 | v20140617_01166_st_cat | 110342     | matched |
| b263 | v20130922_00186_st_cat | 206056     | matched |
| b263 | v20100814_00736_st_cat | 240087     | matched |
| b263 | v20130828_00409_st_cat | 258820     | matched |
| b263 | v20120428_00613_st_cat | 245293     | matched |
| b263 | v20120607_00388_st_cat | 277327     | matched |
| b263 | v20130702_00354_st_cat | 280922     | matched |
| b263 | v20140526_00693_st_cat | 190460     | matched |
| b263 | v20120828_00655_st_cat | 211504     | matched |
| b263 | v20120808_00209_st_cat | 216419     | matched |
| b263 | v20130727_00150_st_cat | 190948     | matched |
| b263 | v20140804_00144_st_cat | 131853     | matched |
| b263 | v20130625_00912_st_cat | 147191     | matched |
| b263 | v20150531_00403_st_cat | 261360     | matched |
| b263 | v20150810_00363_st_cat | 174796     | matched |
| b263 | v20120828_00657_st_cat | 188374     | matched |
| b263 | v20120808_00217_st_cat | 188894     | matched |
| b263 | v20140623_00959_st_cat | 231627     | matched |
| b263 | v20110901_00822_st_cat | 221850     | matched |
| b263 | v20120817_00554_st_cat | 167625     | matched |
| b263 | v20150529_00609_st_cat | 221450     | matched |
| b263 | v20130828_00405_st_cat | 265810     | matched |
| b263 | v20120719_00094_st_cat | 232726     | matched |
| b263 | v20120607_00392_st_cat | 265259     | matched |
| b263 | v20150804_00333_st_cat | 214225     | matched |
| b263 | v20120718_00090_st_cat | 247126     | matched |
| b263 | v20130702_00344_st_cat | 268861     | matched |
| b263 | v20120611_00426_st_cat | 283552     | matched |
| b263 | v20120719_00090_st_cat | 169399     | matched |
| b263 | v20120912_00143_st_cat | 262843     | matched |
| b263 | v20130326_00606_st_cat | 268746     | matched |
| b263 | v20140702_00805_st_cat | 206849     | matched |
| b263 | v20100814_00740_st_cat | 258979     | matched |
| b263 | v20150523_00255_st_cat | 219160     | matched |
| b220 | v20140512_01019_st_cat | 105097     | matched |
| b263 | v20150830_00123_st_cat | 227018     | matched |
| b263 | v20150529_00553_st_cat | 198298     | matched |
| b263 | v20120421_00237_st_cat | 271968     | matched |
| b263 | v20150804_00327_st_cat | 227094     | matched |
| b263 | v20140526_00685_st_cat | 177842     | matched |
| b263 | v20140624_00289_st_cat | 200836     | matched |
| b263 | v20130711_00341_st_cat | 284834     | matched |
| b263 | v20120829_00492_st_cat | 268934     | matched |
| b263 | v20120726_00210_st_cat | 243828     | matched |
| b263 | v20150804_00325_st_cat | 228371     | matched |
| b263 | v20150810_00369_st_cat | 142204     | matched |
| b263 | v20120731_00303_st_cat | 243231     | matched |
| b263 | v20131007_00218_st_cat | 176922     | matched |
| b263 | v20120804_00669_st_cat | 205115     | matched |
| b263 | v20140702_00807_st_cat | 212397     | matched |
| b263 | v20110901_00824_st_cat | 231892     | matched |
| b263 | v20130705_00286_st_cat | 222301     | matched |
| b263 | v20120617_00668_st_cat | 270631     | matched |
| b263 | v20120926_00369_st_cat | 212620     | matched |
| b263 | v20120611_00434_st_cat | 294174     | matched |
| b263 | v20150918_00251_st_cat | 247061     | matched |
| b263 | v20120714_00803_st_cat | 246666     | matched |
| b263 | v20120719_00449_st_cat | 208001     | matched |
| b263 | v20130724_00795_st_cat | 198400     | matched |
| b263 | v20130922_00188_st_cat | 226382     | matched |
| b263 | v20120417_00360_st_cat | 292995     | matched |
| b263 | v20131007_00220_st_cat | 174746     | matched |
| b263 | v20120808_00211_st_cat | 217231     | matched |
| b263 | v20130706_00543_st_cat | 277264     | matched |
| b263 | v20120418_00373_st_cat | 279889     | matched |
| b263 | v20120801_00596_st_cat | 262749     | matched |
| b263 | v20130713_00435_st_cat | 272914     | matched |
| b263 | v20130706_00547_st_cat | 265979     | matched |
| b263 | v20120714_00807_st_cat | 264207     | matched |
| b263 | v20140702_00809_st_cat | 197834     | matched |
| b263 | v20130702_00346_st_cat | 274648     | matched |
| b263 | v20120926_00379_st_cat | 228113     | matched |
| b263 | v20150529_00555_st_cat | 208976     | matched |
| b263 | v20140712_00597_st_cat | 289093     | matched |
| b263 | v20120828_00661_st_cat | 219102     | matched |
| b263 | v20131016_00078_st_cat | 186954     | matched |
| b263 | v20120731_00309_st_cat | 239526     | matched |
| b263 | v20140526_00687_st_cat | 197325     | matched |
| b263 | v20131017_00189_st_cat | 197912     | matched |
| b263 | v20120726_00214_st_cat | 256159     | matched |
| b263 | v20120829_00494_st_cat | 275458     | matched |
| b263 | v20150918_00241_st_cat | 256796     | matched |
| b263 | v20110925_00371_st_cat | 168588     | matched |
| b263 | v20140607_00537_st_cat | 236845     | matched |
| b263 | v20150918_00243_st_cat | 255626     | matched |
| b263 | v20130705_00288_st_cat | 209371     | matched |
| b263 | v20130922_00190_st_cat | 200176     | matched |
| b263 | v20140712_00595_st_cat | 290786     | matched |
| b263 | v20120229_00556_st_cat | 242984     | matched |
| b263 | v20120801_00592_st_cat | 236210     | matched |
| b263 | v20150810_00371_st_cat | 148971     | matched |
| b263 | v20150531_00807_st_cat | 242768     | matched |
| b263 | v20130706_00737_st_cat | 282104     | matched |
| b263 | v20120925_00113_st_cat | 254400     | matched |
| b263 | v20140702_00811_st_cat | 208675     | matched |
| b263 | v20120421_00243_st_cat | 288262     | matched |
| b263 | v20130713_00437_st_cat | 267194     | matched |
| b263 | v20130713_00443_st_cat | 255570     | matched |
| b263 | v20120719_00100_st_cat | 229588     | matched |
| b263 | v20130706_00735_st_cat | 272574     | matched |
| b263 | v20121012_00234_st_cat | 204232     | matched |
| b263 | v20130711_00351_st_cat | 288883     | matched |
| b263 | v20120229_00552_st_cat | 253758     | matched |
| b263 | v20150531_00401_st_cat | 262393     | matched |
| b263 | v20120814_00135_st_cat | 219786     | matched |
| b263 | v20120719_00445_st_cat | 186561     | matched |
| b263 | v20130705_01132_st_cat | 133654     | matched |
| b263 | v20150531_00407_st_cat | 274670     | matched |
| b263 | v20140624_00931_st_cat | 252785     | matched |
| b263 | v20120926_00377_st_cat | 223167     | matched |
| b263 | v20120312_00559_st_cat | 237674     | matched |
| b263 | v20130323_01226_st_cat | 273113     | matched |
| b263 | v20150529_00509_st_cat | 193213     | matched |
| b263 | v20120617_00674_st_cat | 256979     | matched |
